text,label
Text-to-image synthesis method evaluation based on visual patterns,cs
"Empirical Study of the Benefits of Overparameterization in Learning
  Latent Variable Models",stat
On Mixed Iterated Revisions,cs
"Leaning Compact and Representative Features for Cross-Modality Person
  Re-Identification",cs
Decentralized 2-Robot Transportation with Local and Indirect Sensing,cs
A Control Architecture for Provably-Correct Autonomous Driving,cs
"ClusterVO: Clustering Moving Instances and Estimating Visual Odometry
  for Self and Surroundings",cs
Correcting Predictions for Approximate Bayesian Inference,stat
"Sampling on networks: estimating eigenvector centrality on incomplete
  graphs",cs
Statistical Inference for distributions with one Poisson conditional,stat
"Quantum Computing Platforms: Assessing the Impact on Quality Attributes
  and SDLC Activities",cs
"Correspondence Analysis between the Location and the Leading Causes of
  Death in the United States",stat
TreeGrad: Transferring Tree Ensembles to Neural Networks,stat
"Biomedical named entity recognition using BERT in the machine reading
  comprehension framework",cs
"Globally Optimal Segmentation of Mutually Interacting Surfaces using
  Deep Learning",cs
"Construction and Encoding Algorithm for Maximum Run-Length Limited
  Single Insertion/Deletion Correcting Code",cs
Centered Partition Process: Informative Priors for Clustering,stat
A General Class of New Continuous Mixture Distribution and Application,stat
The age of secrecy and unfairness in recidivism prediction,stat
AGAN: Towards Automated Design of Generative Adversarial Networks,cs
Applying Personal Knowledge Graphs to Health,cs
"A Survey on Knowledge Graph Embeddings with Literals: Which model links
  better Literal-ly?",cs
Perceiving Music Quality with GANs,cs
"The $\mathcal{F}$-family of covariance functions: A Mat\'ern analogue
  for modeling random fields on spheres",stat
Universal Transformers,cs
Online Orthogonal Matching Pursuit,stat
"Neural Human Video Rendering by Learning Dynamic Textures and
  Rendering-to-Video Translation",cs
Saec: Similarity-Aware Embedding Compression in Recommendation Systems,cs
"A random effects stochastic block model for joint community detection in
  multiple networks with applications to neuroimaging",stat
"A Unified Framework for One-shot Achievability via the Poisson Matching
  Lemma",cs
Reinforced Epidemic Control: Saving Both Lives and Economy,cs
t-Soft Update of Target Network for Deep Reinforcement Learning,cs
The Metagenomic Binning Problem: Clustering Markov Sequences,cs
"On High Dimensional Covariate Adjustment for Estimating Causal Effects
  in Randomized Trials with Survival Outcomes",stat
VCBART: Bayesian trees for varying coefficients,stat
"Cautiously Optimistic Policy Optimization and Exploration with Linear
  Function Approximation",cs
Conceptual Game Expansion,cs
"Stochastic Proximal Langevin Algorithm: Potential Splitting and
  Nonasymptotic Rates",stat
Robust Adaptive Control Charts,stat
Handling the Positive-Definite Constraint in the Bayesian Learning Rule,stat
Understanding Learning Dynamics Of Language Models with SVCCA,cs
Dihedral codes with prescribed minimum distance,cs
Recent Advances in Deep Learning Techniques for Face Recognition,cs
"A Stochastic Large-scale Machine Learning Algorithm for Distributed
  Features and Observations",stat
"Slalom: Fast, Verifiable and Private Execution of Neural Networks in
  Trusted Hardware",stat
"Bayesian detection of piecewise linear trends in replicated time-series
  with application to growth data modelling",stat
Incertitudes et mesures,stat
"Three-dimensional weights of evidence modeling of a deep-seated porphyry
  Cu deposit",stat
Supplemental Studies for Simultaneous Goodness-of-Fit Testing,stat
"Person as Population: A Longitudinal View of Single-Subject Causal
  Inference for Analyzing Self-Tracked Health Data",stat
"Transfer in Deep Reinforcement Learning Using Successor Features and
  Generalised Policy Improvement",cs
Fundamentals of computability logic 2020,cs
A Novel Approach for Semiconductor Etching Process with Inductive Biases,stat
Parallel Tempering via Simulated Tempering Without Normalizing Constants,stat
Implementing Convex Optimization in R: Two Econometric Examples,stat
"Discussion of 'Detecting possibly frequent change-points: Wild Binary
  Segmentation 2 and steepest-drop model selection'",stat
Adaptive wireless power transfer in mobile Ad Hoc networks,cs
Fast and Accurate Repeated Decision Making,cs
Analysis of KNN Information Estimators for Smooth Distributions,stat
Goal-Driven Sequential Data Abstraction,cs
"Powering population health research: Considerations for plausible and
  actionable effect sizes",stat
"House-GAN: Relational Generative Adversarial Networks for
  Graph-constrained House Layout Generation",cs
"Intelligent requirements engineering from natural language and their
  chaining toward CAD models",cs
"A unified treatment of multiple testing with prior knowledge using the
  p-filter",stat
Randomized Exploration for Non-Stationary Stochastic Linear Bandits,stat
CONNA: Addressing Name Disambiguation on The Fly,cs
Towards Domain-Specific Characterization of Misinformation,cs
Self-Tuning Bandits over Unknown Covariate-Shifts,stat
"Discrete Optimization for Unsupervised Sentence Summarization with
  Word-Level Extraction",cs
A Unified Method for Improved Inference in Random-effects Meta-analysis,stat
Multilingual BERT Post-Pretraining Alignment,cs
"Manifold Gradient Descent Solves Multi-Channel Sparse Blind
  Deconvolution Provably and Efficiently",stat
"Bias-corrected estimator for intrinsic dimension and differential
  entropy--a visual multiscale approach",stat
"Diversity-Preserving K-Armed Bandits, Revisited",stat
"Adaptive ROI Generation for Video Object Segmentation Using
  Reinforcement Learning",cs
The Past and Present of Imitation Learning: A Citation Chain Study,cs
"A Deep Learning-Based Autonomous RobotManipulator for Sorting
  Application",cs
"A Deep Learning-based Method to Extract Lumen and Media-Adventitia in
  Intravascular Ultrasound Images",cs
"Implementing Approximate Bayesian Inference using Adaptive Quadrature:
  the aghq Package",stat
"Logical indetermination coupling: a method to minimize drawing matches
  and its applications",cs
Regularized Weighted Chebyshev Approximations for Support Estimation,stat
On Learning Nominal Automata with Binders,cs
"Semi-supervised Learning of Galaxy Morphology using Equivariant
  Transformer Variational Autoencoders",stat
Causal Inference in Higher Education: Building Better Curriculums,stat
Estimating an Extreme Bayesian Network via Scalings,stat
"Approximate inferences for nonlinear mixed effects models with scale
  mixtures of skew-normal distributions",stat
"Is There a Trade-Off Between Fairness and Accuracy? A Perspective Using
  Mismatched Hypothesis Testing",stat
Tensor Basis Gaussian Process Models of Hyperelastic Materials,stat
The Collatz process embeds a base conversion algorithm,cs
"CapsAttacks: Robust and Imperceptible Adversarial Attacks on Capsule
  Networks",cs
"Multi-Features Guidance Network for partial-to-partial point cloud
  registration",cs
"Modelling Extremes of Spatial Aggregates of Precipitation using
  Conditional Methods",stat
"A Dynamic Tree Algorithm for On-demand Peer-to-peer Ride-sharing
  Matching",cs
"A confidence interval robust to publication bias for random-effects
  meta-analysis of few studies",stat
"The Randomized Elliptical Potential Lemma with an Application to Linear
  Thompson Sampling",stat
Heckman selection-t model: parameter estimation via the EM-algorithm,stat
"Nonparametric Estimation of a distribution function from doubly
  truncated data under dependence",stat
Efficient Experimental Design for Regularized Linear Models,stat
"Error Analysis and Improving the Accuracy of Winograd Convolution for
  Deep Neural Networks",cs
"Discovering Hierarchical Processes Using Flexible Activity Trees for
  Event Abstraction",cs
Tight Localizations of Feedback Sets,cs
"On the Differential Linear Connectivity Table of Vectorial Boolean
  Functions",cs
CRATOS: Cognition of Reliable Algorithm for Time-series Optimal Solution,cs
"Modeling ""Equitable and Sustainable Well-being"" (BES) using Bayesian
  Networks: A Case Study of the Italian regions",stat
"How do mobility restrictions and social distancing during COVID-19
  affect the crude oil price?",stat
Skills to not fall behind in school,stat
"Probabilistic Performance-Pattern Decomposition (PPPD): analysis
  framework and applications to stochastic mechanical systems",stat
"Local Indicator of Colocation Quotient with a Statistical Significance
  Test: Examining Spatial Association of Crime and Facilities",stat
Using Deep Networks for Scientific Discovery in Physiological Signals,stat
"Longitudinal mediation analysis of time-to-event endpoints in the
  presence of competing risks",stat
Reluctant generalized additive modeling,stat
"A Fractional Subgrid-scale Model for Turbulent Flows: Theoretical
  Formulation and a Priori Study",cs
"Scalable Approximate Bayesian Computation for Growing Network Models via
  Extrapolated and Sampled Summaries",stat
Serverless Computing: Behind the Scenes of Major Platforms,cs
"Prediction with Spatio-temporal Point Processes with Self Organizing
  Decision Trees",stat
"Handling high correlations in the feature gene selection using
  Single-Cell RNA sequencing data",stat
Energy-based Out-of-distribution Detection,cs
"Kronecker-factored Quasi-Newton Methods for Convolutional Neural
  Networks",cs
"Shift R-CNN: Deep Monocular 3D Object Detection with Closed-Form
  Geometric Constraints",cs
"Measuring the Dynamic Impact of High-Speed Railways on Urban
  Interactions in China",cs
Machine Learning for MU-MIMO Receive Processing in OFDM Systems,cs
"A Test for detecting Structural Breakdowns in Markets using Eigenvalue
  Decompositions",stat
Verifying the DPLL Algorithm in Dafny,cs
Convex Hierarchical Clustering for Graph-Structured Data,stat
"Analysing Wideband Absorbance Immittance in Normal and Ears with Otitis
  Media with Effusion Using Machine Learning",cs
"Model-based ROC (mROC) curve: examining the effect of case-mix and model
  calibration on the ROC plot",stat
Freshness on Demand: Optimizing Age of Information for the Query Process,cs
BitCracker: BitLocker meets GPUs,cs
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning,cs
"Coupling physical understanding and statistical modeling to estimate ice
  jam flood frequency in the northern Peace-Athabasca Delta under climate
  change",stat
Restricted Spatial Regression Methods: Implications for Inference,stat
Substructure Substitution: Structured Data Augmentation for NLP,cs
Permutation-based uncertainty quantification about a mixing distribution,stat
